station_name,train_length,test_length,split_time,forecast_method,mape
NE45StViaduct,168,4,1,pred_forecastHybrid,0.0432041486923522
NE45StViaduct,168,4,1,pred_prophet,0.0157148795555853
NE45StViaduct,168,24,1,pred_auto.arima,0.110637534444322
NE45StViaduct,168,24,1,pred_forecastHybrid,0.136593767959089
NE45StViaduct,168,24,1,pred_prophet,0.0878035377104579
NE45StViaduct,168,168,1,pred_auto.arima,
NE45StViaduct,168,168,1,pred_forecastHybrid,0.175951691954525
NE45StViaduct,168,168,1,pred_prophet,0.068303105886176
NE45StViaduct,168,672,1,pred_auto.arima,0.132024384724616
NE45StViaduct,168,672,1,pred_forecastHybrid,0.192285633884982
NE45StViaduct,168,672,1,pred_prophet,3.23443839088436
NE45StViaduct,672,4,1,pred_auto.arima,0.141507097664685
NE45StViaduct,672,4,1,pred_forecastHybrid,0.028252667197326
NE45StViaduct,672,4,1,pred_prophet,0.0513012036065273
NE45StViaduct,672,24,1,pred_auto.arima,0.316726835400277
NE45StViaduct,672,24,1,pred_forecastHybrid,0.217298512153933
NE45StViaduct,672,24,1,pred_prophet,0.0723308864805532
NE45StViaduct,672,168,1,pred_auto.arima,0.121177032858363
NE45StViaduct,672,168,1,pred_forecastHybrid,0.173319018040771
NE45StViaduct,672,168,1,pred_prophet,0.175287550220711
NE45StViaduct,672,672,1,pred_auto.arima,0.149843831805158
NE45StViaduct,672,672,1,pred_forecastHybrid,0.0926917835594935
NE45StViaduct,672,672,1,pred_prophet,0.0967897424160174
NE45StViaduct,4032,4,1,pred_auto.arima,0.152040523865175
NE45StViaduct,4032,4,1,pred_forecastHybrid,0.0639815071221282
NE45StViaduct,4032,4,1,pred_prophet,0.0176652476324183
NE45StViaduct,4032,24,1,pred_auto.arima,0.385151291079786
NE45StViaduct,4032,24,1,pred_forecastHybrid,0.0993967673118616
NE45StViaduct,4032,24,1,pred_prophet,0.042659122249023
