station_name,train_length,test_length,split_time,forecast_method,mape,interval_accuracy
35thAveSW_SWMyrtleSt,24,4,2014-11-01T03:00:00Z,pred_auto.arima,0.460532016335972,1
35thAveSW_SWMyrtleSt,24,4,2014-11-01T03:00:00Z,pred_forecastHybrid,0.435317045148671,1
35thAveSW_SWMyrtleSt,24,4,2014-11-01T03:00:00Z,pred_prophet,0.489659868448435,0.5
35thAveSW_SWMyrtleSt,24,4,2015-04-18T22:00:00Z,pred_auto.arima,0.000698092171434556,1
35thAveSW_SWMyrtleSt,24,4,2015-04-18T22:00:00Z,pred_forecastHybrid,0.00728770306183327,1
35thAveSW_SWMyrtleSt,24,4,2015-04-18T22:00:00Z,pred_prophet,0.0229204071299365,0
35thAveSW_SWMyrtleSt,24,4,2014-06-16T07:00:00Z,pred_auto.arima,0.0511503861573177,1
35thAveSW_SWMyrtleSt,24,4,2014-06-16T07:00:00Z,pred_forecastHybrid,0.060310401793187,1
35thAveSW_SWMyrtleSt,24,4,2014-06-16T07:00:00Z,pred_prophet,0.105753566311959,1
35thAveSW_SWMyrtleSt,24,4,2014-06-14T21:00:00Z,pred_auto.arima,0.0256534600042112,1
35thAveSW_SWMyrtleSt,24,4,2014-06-14T21:00:00Z,pred_forecastHybrid,0.0284027010210645,1
35thAveSW_SWMyrtleSt,24,4,2014-06-14T21:00:00Z,pred_prophet,0.199435208204189,0
35thAveSW_SWMyrtleSt,24,4,2015-05-01T06:00:00Z,pred_auto.arima,0.00694025436904899,1
35thAveSW_SWMyrtleSt,24,4,2015-05-01T06:00:00Z,pred_forecastHybrid,0.0035401792487333,1
35thAveSW_SWMyrtleSt,24,4,2015-05-01T06:00:00Z,pred_prophet,0.0104476704821487,1
35thAveSW_SWMyrtleSt,24,24,2015-10-02T15:00:00Z,pred_auto.arima,0.0135116804816904,1
35thAveSW_SWMyrtleSt,24,24,2015-10-02T15:00:00Z,pred_forecastHybrid,0.0113957601206769,1
35thAveSW_SWMyrtleSt,24,24,2015-10-02T15:00:00Z,pred_prophet,0.0384381743215186,1
35thAveSW_SWMyrtleSt,24,24,2014-06-06T17:00:00Z,pred_auto.arima,0.187374326922609,0.875
35thAveSW_SWMyrtleSt,24,24,2014-06-06T17:00:00Z,pred_forecastHybrid,0.366567500072526,0.916666666666667
35thAveSW_SWMyrtleSt,24,24,2014-06-06T17:00:00Z,pred_prophet,0.192851153219867,0.958333333333333
35thAveSW_SWMyrtleSt,24,24,2015-01-30T08:00:00Z,pred_auto.arima,0.0453402607260589,1
35thAveSW_SWMyrtleSt,24,24,2015-01-30T08:00:00Z,pred_forecastHybrid,0.0457887862902755,1
35thAveSW_SWMyrtleSt,24,24,2015-01-30T08:00:00Z,pred_prophet,0.0691767191588866,0.625
35thAveSW_SWMyrtleSt,24,24,2015-08-26T03:00:00Z,pred_auto.arima,0.0399729914071656,1
35thAveSW_SWMyrtleSt,24,24,2015-08-26T03:00:00Z,pred_forecastHybrid,0.0488854916625638,1
35thAveSW_SWMyrtleSt,24,24,2015-08-26T03:00:00Z,pred_prophet,0.0919747471100586,1
35thAveSW_SWMyrtleSt,24,24,2015-10-18T22:00:00Z,pred_auto.arima,0.0102127090700069,1
35thAveSW_SWMyrtleSt,24,24,2015-10-18T22:00:00Z,pred_forecastHybrid,0.00953955532260041,1
35thAveSW_SWMyrtleSt,24,24,2015-10-18T22:00:00Z,pred_prophet,0.0116247726404898,1
35thAveSW_SWMyrtleSt,24,168,2015-01-19T06:00:00Z,pred_auto.arima,0.0396443905006281,0.934523809523809
35thAveSW_SWMyrtleSt,24,168,2015-01-19T06:00:00Z,pred_forecastHybrid,0.0367247104305039,1
35thAveSW_SWMyrtleSt,24,168,2015-01-19T06:00:00Z,pred_prophet,0.101417671224239,0.970238095238095
35thAveSW_SWMyrtleSt,24,168,2014-06-01T19:00:00Z,pred_auto.arima,0.484818377002623,1
35thAveSW_SWMyrtleSt,24,168,2014-06-01T19:00:00Z,pred_forecastHybrid,3.0042065606553,1
35thAveSW_SWMyrtleSt,24,168,2014-06-01T19:00:00Z,pred_prophet,1.90964679941348,0.00595238095238095
35thAveSW_SWMyrtleSt,24,168,2014-08-02T03:00:00Z,pred_auto.arima,0.120510714634671,0.821428571428571
35thAveSW_SWMyrtleSt,24,168,2014-08-02T03:00:00Z,pred_forecastHybrid,0.120041331352417,1
35thAveSW_SWMyrtleSt,24,168,2014-08-02T03:00:00Z,pred_prophet,0.186099439329999,0.726190476190476
35thAveSW_SWMyrtleSt,24,168,2015-01-28T21:00:00Z,pred_auto.arima,0.0572797244867095,0.0535714285714286
35thAveSW_SWMyrtleSt,24,168,2015-01-28T21:00:00Z,pred_forecastHybrid,0.141269037445046,1
35thAveSW_SWMyrtleSt,24,168,2015-01-28T21:00:00Z,pred_prophet,0.361626264726556,0.994047619047619
35thAveSW_SWMyrtleSt,24,168,2015-06-09T04:00:00Z,pred_auto.arima,0.037542633893113,1
35thAveSW_SWMyrtleSt,24,168,2015-06-09T04:00:00Z,pred_forecastHybrid,0.188132059303891,1
35thAveSW_SWMyrtleSt,24,168,2015-06-09T04:00:00Z,pred_prophet,0.66481792933357,1
35thAveSW_SWMyrtleSt,24,672,2015-04-09T06:00:00Z,pred_auto.arima,0.768295405352736,1
35thAveSW_SWMyrtleSt,24,672,2015-04-09T06:00:00Z,pred_forecastHybrid,0.77348326495257,1
35thAveSW_SWMyrtleSt,24,672,2015-04-09T06:00:00Z,pred_prophet,2.20345907589,0.979166666666667
35thAveSW_SWMyrtleSt,24,672,2014-05-12T21:00:00Z,pred_auto.arima,0.126282696554632,1
35thAveSW_SWMyrtleSt,24,672,2014-05-12T21:00:00Z,pred_forecastHybrid,4.81417436292434,1
35thAveSW_SWMyrtleSt,24,672,2014-05-12T21:00:00Z,pred_prophet,7.37090865660024,0.00148809523809524
35thAveSW_SWMyrtleSt,24,672,2014-11-26T14:00:00Z,pred_auto.arima,0.145412102353788,0.839285714285714
35thAveSW_SWMyrtleSt,24,672,2014-11-26T14:00:00Z,pred_forecastHybrid,0.242110586262361,1
35thAveSW_SWMyrtleSt,24,672,2014-11-26T14:00:00Z,pred_prophet,0.682871297771394,0.151785714285714
35thAveSW_SWMyrtleSt,24,672,2015-08-02T10:00:00Z,pred_auto.arima,1.35540581827939,1
35thAveSW_SWMyrtleSt,24,672,2015-08-02T10:00:00Z,pred_forecastHybrid,0.808787376707514,1
35thAveSW_SWMyrtleSt,24,672,2015-08-02T10:00:00Z,pred_prophet,1.01056157859094,0.982142857142857
35thAveSW_SWMyrtleSt,24,672,2015-01-19T11:00:00Z,pred_auto.arima,0.0509079144803693,0.977678571428571
35thAveSW_SWMyrtleSt,24,672,2015-01-19T11:00:00Z,pred_forecastHybrid,0.183395364972828,1
35thAveSW_SWMyrtleSt,24,672,2015-01-19T11:00:00Z,pred_prophet,0.0347055822680964,0.991071428571429
35thAveSW_SWMyrtleSt,168,4,2014-03-13T08:00:00Z,pred_auto.arima,0.000207454966325298,1
35thAveSW_SWMyrtleSt,168,4,2014-03-13T08:00:00Z,pred_forecastHybrid,0.00793078424612512,1
35thAveSW_SWMyrtleSt,168,4,2014-03-13T08:00:00Z,pred_prophet,0.00530639821288985,1
35thAveSW_SWMyrtleSt,168,4,2014-03-12T11:00:00Z,pred_auto.arima,0.118018717197064,0
35thAveSW_SWMyrtleSt,168,4,2014-03-12T11:00:00Z,pred_forecastHybrid,0.0880036916125162,1
35thAveSW_SWMyrtleSt,168,4,2014-03-12T11:00:00Z,pred_prophet,0.125652110199855,0
35thAveSW_SWMyrtleSt,168,4,2014-03-23T17:00:00Z,pred_auto.arima,0.0191882910491265,1
35thAveSW_SWMyrtleSt,168,4,2014-03-23T17:00:00Z,pred_forecastHybrid,0.108919353704955,1
35thAveSW_SWMyrtleSt,168,4,2014-03-23T17:00:00Z,pred_prophet,0.0346602020973947,1
35thAveSW_SWMyrtleSt,168,4,2014-08-26T20:00:00Z,pred_auto.arima,0.0760458094204427,1
35thAveSW_SWMyrtleSt,168,4,2014-08-26T20:00:00Z,pred_forecastHybrid,0.0121124561034363,1
35thAveSW_SWMyrtleSt,168,4,2014-08-26T20:00:00Z,pred_prophet,0.00561689348386737,1
35thAveSW_SWMyrtleSt,168,4,2014-10-15T07:00:00Z,pred_auto.arima,0.181156261408879,0.75
35thAveSW_SWMyrtleSt,168,4,2014-10-15T07:00:00Z,pred_forecastHybrid,0.150408808713352,1
35thAveSW_SWMyrtleSt,168,4,2014-10-15T07:00:00Z,pred_prophet,0.160428991616628,0.75
35thAveSW_SWMyrtleSt,168,24,2015-09-28T01:00:00Z,pred_auto.arima,0.0173892648164845,1
35thAveSW_SWMyrtleSt,168,24,2015-09-28T01:00:00Z,pred_forecastHybrid,0.0383680763410308,1
35thAveSW_SWMyrtleSt,168,24,2015-09-28T01:00:00Z,pred_prophet,0.00796827413751825,1
35thAveSW_SWMyrtleSt,168,24,2014-03-30T05:00:00Z,pred_auto.arima,0.124723828124253,0.916666666666667
35thAveSW_SWMyrtleSt,168,24,2014-03-30T05:00:00Z,pred_forecastHybrid,0.132040264701117,0.916666666666667
35thAveSW_SWMyrtleSt,168,24,2014-03-30T05:00:00Z,pred_prophet,0.062513646204816,0.833333333333333
35thAveSW_SWMyrtleSt,168,24,2015-09-01T14:00:00Z,pred_auto.arima,0.0178967083796813,1
35thAveSW_SWMyrtleSt,168,24,2015-09-01T14:00:00Z,pred_forecastHybrid,0.0285482840285821,1
35thAveSW_SWMyrtleSt,168,24,2015-09-01T14:00:00Z,pred_prophet,0.0156630309426785,0.666666666666667
35thAveSW_SWMyrtleSt,168,24,2015-08-03T04:00:00Z,pred_auto.arima,0.0209759979476531,1
35thAveSW_SWMyrtleSt,168,24,2015-08-03T04:00:00Z,pred_forecastHybrid,0.0196101926092798,1
35thAveSW_SWMyrtleSt,168,24,2015-08-03T04:00:00Z,pred_prophet,0.00480712676109003,0.791666666666667
35thAveSW_SWMyrtleSt,168,24,2015-04-03T11:00:00Z,pred_auto.arima,0.0419853019346571,0.791666666666667
35thAveSW_SWMyrtleSt,168,24,2015-04-03T11:00:00Z,pred_forecastHybrid,0.0529168436602798,1
35thAveSW_SWMyrtleSt,168,24,2015-04-03T11:00:00Z,pred_prophet,0.052582989538725,0.0416666666666667
35thAveSW_SWMyrtleSt,168,168,2014-06-15T03:00:00Z,pred_auto.arima,0.122057337296015,0.982142857142857
35thAveSW_SWMyrtleSt,168,168,2014-06-15T03:00:00Z,pred_forecastHybrid,0.14774344472309,1
35thAveSW_SWMyrtleSt,168,168,2014-06-15T03:00:00Z,pred_prophet,0.463121826513586,0.160714285714286
35thAveSW_SWMyrtleSt,168,168,2015-09-06T18:00:00Z,pred_auto.arima,0.0537240537080455,0.416666666666667
35thAveSW_SWMyrtleSt,168,168,2015-09-06T18:00:00Z,pred_forecastHybrid,0.0408209425557562,1
35thAveSW_SWMyrtleSt,168,168,2015-09-06T18:00:00Z,pred_prophet,0.0835816114684271,0.0952380952380952
35thAveSW_SWMyrtleSt,168,168,2014-08-31T22:00:00Z,pred_auto.arima,0.120619777704586,0.970238095238095
35thAveSW_SWMyrtleSt,168,168,2014-08-31T22:00:00Z,pred_forecastHybrid,0.132544704544979,1
35thAveSW_SWMyrtleSt,168,168,2014-08-31T22:00:00Z,pred_prophet,0.154033799585304,0.720238095238095
35thAveSW_SWMyrtleSt,168,168,2015-01-20T04:00:00Z,pred_auto.arima,0.0551095951185989,1
35thAveSW_SWMyrtleSt,168,168,2015-01-20T04:00:00Z,pred_forecastHybrid,0.0523376956441663,1
35thAveSW_SWMyrtleSt,168,168,2015-01-20T04:00:00Z,pred_prophet,0.0611218856465619,0.946428571428571
35thAveSW_SWMyrtleSt,168,168,2014-08-14T02:00:00Z,pred_auto.arima,0.124156473543108,0.982142857142857
35thAveSW_SWMyrtleSt,168,168,2014-08-14T02:00:00Z,pred_forecastHybrid,0.10585919612704,1
35thAveSW_SWMyrtleSt,168,168,2014-08-14T02:00:00Z,pred_prophet,0.484231008507915,0.0535714285714286
35thAveSW_SWMyrtleSt,168,672,2014-08-17T05:00:00Z,pred_auto.arima,0.130497973793494,0.973214285714286
35thAveSW_SWMyrtleSt,168,672,2014-08-17T05:00:00Z,pred_forecastHybrid,0.118583239132676,1
35thAveSW_SWMyrtleSt,168,672,2014-08-17T05:00:00Z,pred_prophet,0.77835564619435,0.998511904761905
35thAveSW_SWMyrtleSt,168,672,2015-05-21T03:00:00Z,pred_auto.arima,0.183615654933846,0.114583333333333
35thAveSW_SWMyrtleSt,168,672,2015-05-21T03:00:00Z,pred_forecastHybrid,0.631647930811307,1
35thAveSW_SWMyrtleSt,168,672,2015-05-21T03:00:00Z,pred_prophet,0.0321049074525021,1
35thAveSW_SWMyrtleSt,168,672,2015-09-27T02:00:00Z,pred_auto.arima,0.0404749168338908,1
35thAveSW_SWMyrtleSt,168,672,2015-09-27T02:00:00Z,pred_forecastHybrid,0.677670079106766,1
35thAveSW_SWMyrtleSt,168,672,2015-09-27T02:00:00Z,pred_prophet,0.0552196803096477,0.991071428571429
35thAveSW_SWMyrtleSt,168,672,2015-06-28T20:00:00Z,pred_auto.arima,0.0328470533735841,1
35thAveSW_SWMyrtleSt,168,672,2015-06-28T20:00:00Z,pred_forecastHybrid,0.0418408523005838,1
35thAveSW_SWMyrtleSt,168,672,2015-06-28T20:00:00Z,pred_prophet,0.0806290466824479,0.995535714285714
35thAveSW_SWMyrtleSt,168,672,2015-07-27T03:00:00Z,pred_auto.arima,0.0809432713831595,1
35thAveSW_SWMyrtleSt,168,672,2015-07-27T03:00:00Z,pred_forecastHybrid,0.650497355796217,1
35thAveSW_SWMyrtleSt,168,672,2015-07-27T03:00:00Z,pred_prophet,0.414043256264943,0.877976190476191
35thAveSW_SWMyrtleSt,672,4,2015-05-22T01:00:00Z,pred_auto.arima,0.00124332719718093,1
35thAveSW_SWMyrtleSt,672,4,2015-05-22T01:00:00Z,pred_forecastHybrid,0.00817281934043456,1
35thAveSW_SWMyrtleSt,672,4,2015-05-22T01:00:00Z,pred_prophet,0.0122806701794282,1
35thAveSW_SWMyrtleSt,672,4,2015-04-20T11:00:00Z,pred_auto.arima,0.0174760381786659,0
35thAveSW_SWMyrtleSt,672,4,2015-04-20T11:00:00Z,pred_forecastHybrid,0.0244496954262909,0
35thAveSW_SWMyrtleSt,672,4,2015-04-20T11:00:00Z,pred_prophet,0.00336594068723801,1
35thAveSW_SWMyrtleSt,672,4,2014-08-16T16:00:00Z,pred_auto.arima,0.0143648851254551,1
35thAveSW_SWMyrtleSt,672,4,2014-08-16T16:00:00Z,pred_forecastHybrid,0.0787961783684881,1
35thAveSW_SWMyrtleSt,672,4,2014-08-16T16:00:00Z,pred_prophet,0.0256778460687501,1
35thAveSW_SWMyrtleSt,672,4,2014-10-21T20:00:00Z,pred_auto.arima,0.183322715089356,1
35thAveSW_SWMyrtleSt,672,4,2014-10-21T20:00:00Z,pred_forecastHybrid,0.121827278946916,1
35thAveSW_SWMyrtleSt,672,4,2014-10-21T20:00:00Z,pred_prophet,0.0590423395354071,1
35thAveSW_SWMyrtleSt,672,4,2014-10-26T05:00:00Z,pred_auto.arima,0.168228111685424,1
35thAveSW_SWMyrtleSt,672,4,2014-10-26T05:00:00Z,pred_forecastHybrid,0.16841813549777,1
