station_name,train_length,test_length,split_time,forecast_method,mape,interval_accuracy
35thAveSW_SWMyrtleSt,24,4,2015-08-14T14:00:00Z,pred_auto.arima,0.0205943613337808,0
35thAveSW_SWMyrtleSt,24,4,2015-08-14T14:00:00Z,pred_forecastHybrid,0.0313816963616587,0.25
35thAveSW_SWMyrtleSt,24,4,2015-08-14T14:00:00Z,pred_prophet,0.0467703754720012,0
35thAveSW_SWMyrtleSt,24,4,2014-10-12T08:00:00Z,pred_auto.arima,0.0654907913809158,1
35thAveSW_SWMyrtleSt,24,4,2014-10-12T08:00:00Z,pred_forecastHybrid,0.0662525692580721,1
35thAveSW_SWMyrtleSt,24,4,2014-10-12T08:00:00Z,pred_prophet,0.0675157150846762,1
35thAveSW_SWMyrtleSt,24,4,2015-10-12T07:00:00Z,pred_auto.arima,0.00172144098344182,1
35thAveSW_SWMyrtleSt,24,4,2015-10-12T07:00:00Z,pred_forecastHybrid,0.00350389422952196,1
35thAveSW_SWMyrtleSt,24,4,2015-10-12T07:00:00Z,pred_prophet,0.00705320544929899,1
35thAveSW_SWMyrtleSt,24,24,2014-08-07T22:00:00Z,pred_auto.arima,0.134818629056924,1
35thAveSW_SWMyrtleSt,24,24,2014-08-07T22:00:00Z,pred_forecastHybrid,0.180344300999032,1
35thAveSW_SWMyrtleSt,24,24,2014-08-07T22:00:00Z,pred_prophet,0.3574867415176,0.291666666666667
35thAveSW_SWMyrtleSt,24,24,2015-09-19T22:00:00Z,pred_auto.arima,0.0141356640484914,1
35thAveSW_SWMyrtleSt,24,24,2015-09-19T22:00:00Z,pred_forecastHybrid,0.0167375922314159,1
35thAveSW_SWMyrtleSt,24,24,2015-09-19T22:00:00Z,pred_prophet,0.0187289777227608,0.916666666666667
35thAveSW_SWMyrtleSt,24,24,2014-10-20T13:00:00Z,pred_auto.arima,0.0776710237204887,1
35thAveSW_SWMyrtleSt,24,24,2014-10-20T13:00:00Z,pred_forecastHybrid,0.116631686741947,1
35thAveSW_SWMyrtleSt,24,24,2014-10-20T13:00:00Z,pred_prophet,0.0845157302773455,1
35thAveSW_SWMyrtleSt,24,168,2015-09-17T08:00:00Z,pred_auto.arima,0.0266563892702634,0.916666666666667
35thAveSW_SWMyrtleSt,24,168,2015-09-17T08:00:00Z,pred_forecastHybrid,0.0358935134723078,1
35thAveSW_SWMyrtleSt,24,168,2015-09-17T08:00:00Z,pred_prophet,0.273361070360992,0.994047619047619
