station_name,train_length,test_length,split_time,forecast_method,mape,interval_accuracy
35thAveSW_SWMyrtleSt,24,4,2015-01-26T10:00:00Z,pred_auto.arima,0.0111586684811797,0.75
35thAveSW_SWMyrtleSt,24,4,2015-01-26T10:00:00Z,pred_forecastHybrid,0.012917961394092,1
35thAveSW_SWMyrtleSt,24,4,2015-01-26T10:00:00Z,pred_prophet,0.0190495047067662,0
35thAveSW_SWMyrtleSt,24,4,2014-12-04T03:00:00Z,pred_auto.arima,0.00295446370798229,1
35thAveSW_SWMyrtleSt,24,4,2014-12-04T03:00:00Z,pred_forecastHybrid,0.00394774517682041,1
35thAveSW_SWMyrtleSt,24,4,2014-12-04T03:00:00Z,pred_prophet,0.127888388228011,0.75
35thAveSW_SWMyrtleSt,24,4,2015-09-05T20:00:00Z,pred_auto.arima,0.00502190888205525,1
35thAveSW_SWMyrtleSt,24,4,2015-09-05T20:00:00Z,pred_forecastHybrid,0.00352530020897154,1
35thAveSW_SWMyrtleSt,24,4,2015-09-05T20:00:00Z,pred_prophet,0.0190390238213656,0
35thAveSW_SWMyrtleSt,24,24,2014-05-17T21:00:00Z,pred_auto.arima,0.106154986196691,1
35thAveSW_SWMyrtleSt,24,24,2014-05-17T21:00:00Z,pred_forecastHybrid,0.146468567387292,1
35thAveSW_SWMyrtleSt,24,24,2014-05-17T21:00:00Z,pred_prophet,0.404082357150235,0.166666666666667
35thAveSW_SWMyrtleSt,24,24,2014-12-19T16:00:00Z,pred_auto.arima,0.00823863174904795,0.541666666666667
35thAveSW_SWMyrtleSt,24,24,2014-12-19T16:00:00Z,pred_forecastHybrid,0.0221714157640095,1
35thAveSW_SWMyrtleSt,24,24,2014-12-19T16:00:00Z,pred_prophet,0.0658355632355744,0.583333333333333
35thAveSW_SWMyrtleSt,24,24,2014-04-30T23:00:00Z,pred_auto.arima,0.17635564075091,1
35thAveSW_SWMyrtleSt,24,24,2014-04-30T23:00:00Z,pred_forecastHybrid,0.187054287365543,1
35thAveSW_SWMyrtleSt,24,24,2014-04-30T23:00:00Z,pred_prophet,0.390415669518788,0.291666666666667
35thAveSW_SWMyrtleSt,24,168,2015-05-12T17:00:00Z,pred_auto.arima,0.361018000046191,0.910714285714286
35thAveSW_SWMyrtleSt,24,168,2015-05-12T17:00:00Z,pred_forecastHybrid,0.229634278379115,0.946428571428571
35thAveSW_SWMyrtleSt,24,168,2015-05-12T17:00:00Z,pred_prophet,0.267749264118452,0.910714285714286
35thAveSW_SWMyrtleSt,24,168,2015-08-16T18:00:00Z,pred_auto.arima,0.0297666170250344,0.982142857142857
35thAveSW_SWMyrtleSt,24,168,2015-08-16T18:00:00Z,pred_forecastHybrid,0.195641490787943,1
35thAveSW_SWMyrtleSt,24,168,2015-08-16T18:00:00Z,pred_prophet,0.856164062617502,0.833333333333333
35thAveSW_SWMyrtleSt,24,168,2014-03-26T13:00:00Z,pred_auto.arima,3.82159640745761,0.994047619047619
35thAveSW_SWMyrtleSt,24,168,2014-03-26T13:00:00Z,pred_forecastHybrid,2.50739116771415,1
35thAveSW_SWMyrtleSt,24,168,2014-03-26T13:00:00Z,pred_prophet,0.599093830409139,0.0952380952380952
35thAveSW_SWMyrtleSt,24,672,2014-04-16T09:00:00Z,pred_auto.arima,0.144960633745272,1
35thAveSW_SWMyrtleSt,24,672,2014-04-16T09:00:00Z,pred_forecastHybrid,1.1527138940247,1
35thAveSW_SWMyrtleSt,24,672,2014-04-16T09:00:00Z,pred_prophet,6.42564844155079,0.00446428571428571
35thAveSW_SWMyrtleSt,24,672,2014-08-10T13:00:00Z,pred_auto.arima,33.6189955560706,0.989583333333333
35thAveSW_SWMyrtleSt,24,672,2014-08-10T13:00:00Z,pred_forecastHybrid,23.2706081750874,1
35thAveSW_SWMyrtleSt,24,672,2014-08-10T13:00:00Z,pred_prophet,5.39548403648741,0
