station_name,train_length,test_length,split_time,forecast_method,mape,interval_accuracy
35thAveSW_SWMyrtleSt,24,4,2014-07-21T09:00:00Z,pred_auto.arima,0.120961224065983,0.25
35thAveSW_SWMyrtleSt,24,4,2014-07-21T09:00:00Z,pred_forecastHybrid,0.139546716514828,0.25
35thAveSW_SWMyrtleSt,24,4,2014-07-21T09:00:00Z,pred_prophet,0.210426958220444,0
35thAveSW_SWMyrtleSt,24,4,2015-07-02T05:00:00Z,pred_auto.arima,0.00644210827943903,1
35thAveSW_SWMyrtleSt,24,4,2015-07-02T05:00:00Z,pred_forecastHybrid,0.00327449406817328,1
35thAveSW_SWMyrtleSt,24,4,2015-07-02T05:00:00Z,pred_prophet,0.00912761436870131,1
35thAveSW_SWMyrtleSt,24,4,2015-07-27T13:00:00Z,pred_auto.arima,0.0025707864169795,1
35thAveSW_SWMyrtleSt,24,4,2015-07-27T13:00:00Z,pred_forecastHybrid,0.00864800394438894,1
35thAveSW_SWMyrtleSt,24,4,2015-07-27T13:00:00Z,pred_prophet,0.0258915204497416,0
35thAveSW_SWMyrtleSt,24,4,2015-09-29T18:00:00Z,pred_auto.arima,0.00652524029156253,1
35thAveSW_SWMyrtleSt,24,4,2015-09-29T18:00:00Z,pred_forecastHybrid,0.0123934880563954,1
35thAveSW_SWMyrtleSt,24,4,2015-09-29T18:00:00Z,pred_prophet,0.0361975905453207,0
35thAveSW_SWMyrtleSt,24,4,2014-05-24T02:00:00Z,pred_auto.arima,0.0417536222826979,1
35thAveSW_SWMyrtleSt,24,4,2014-05-24T02:00:00Z,pred_forecastHybrid,0.00427384954637783,1
35thAveSW_SWMyrtleSt,24,4,2014-05-24T02:00:00Z,pred_prophet,0.159562712626582,1
35thAveSW_SWMyrtleSt,24,24,2014-05-21T02:00:00Z,pred_auto.arima,0.0869341752451444,1
35thAveSW_SWMyrtleSt,24,24,2014-05-21T02:00:00Z,pred_forecastHybrid,0.146720609308713,1
35thAveSW_SWMyrtleSt,24,24,2014-05-21T02:00:00Z,pred_prophet,0.180855288582649,1
35thAveSW_SWMyrtleSt,24,24,2015-02-10T00:00:00Z,pred_auto.arima,0.00646404090123289,1
35thAveSW_SWMyrtleSt,24,24,2015-02-10T00:00:00Z,pred_forecastHybrid,0.00646983880969485,1
35thAveSW_SWMyrtleSt,24,24,2015-02-10T00:00:00Z,pred_prophet,0.00700622409156175,1
35thAveSW_SWMyrtleSt,24,24,2014-12-07T23:00:00Z,pred_auto.arima,0.013719901326993,1
35thAveSW_SWMyrtleSt,24,24,2014-12-07T23:00:00Z,pred_forecastHybrid,0.0135905416108547,1
35thAveSW_SWMyrtleSt,24,24,2014-12-07T23:00:00Z,pred_prophet,0.0189822240410932,0.958333333333333
35thAveSW_SWMyrtleSt,24,24,2015-09-24T23:00:00Z,pred_auto.arima,0.018273211151343,1
35thAveSW_SWMyrtleSt,24,24,2015-09-24T23:00:00Z,pred_forecastHybrid,0.0241675936091263,1
35thAveSW_SWMyrtleSt,24,24,2015-09-24T23:00:00Z,pred_prophet,0.0156765394180416,1
35thAveSW_SWMyrtleSt,24,24,2014-08-19T22:00:00Z,pred_auto.arima,0.0896576954986961,1
35thAveSW_SWMyrtleSt,24,24,2014-08-19T22:00:00Z,pred_forecastHybrid,0.120234891830531,1
35thAveSW_SWMyrtleSt,24,24,2014-08-19T22:00:00Z,pred_prophet,0.431139193233853,0.0416666666666667
35thAveSW_SWMyrtleSt,24,168,2015-07-21T18:00:00Z,pred_auto.arima,0.728794386212198,0.898809523809524
35thAveSW_SWMyrtleSt,24,168,2015-07-21T18:00:00Z,pred_forecastHybrid,0.466362055448515,0.940476190476191
35thAveSW_SWMyrtleSt,24,168,2015-07-21T18:00:00Z,pred_prophet,0.74719944269444,0.880952380952381
35thAveSW_SWMyrtleSt,24,168,2014-06-18T09:00:00Z,pred_auto.arima,0.160337532264351,0.946428571428571
35thAveSW_SWMyrtleSt,24,168,2014-06-18T09:00:00Z,pred_forecastHybrid,0.284230777077373,0.946428571428571
35thAveSW_SWMyrtleSt,24,168,2014-06-18T09:00:00Z,pred_prophet,1.02272371871013,0.00595238095238095
35thAveSW_SWMyrtleSt,24,168,2014-07-11T13:00:00Z,pred_auto.arima,6.89172946675189,1
35thAveSW_SWMyrtleSt,24,168,2014-07-11T13:00:00Z,pred_forecastHybrid,4.44130715262642,1
35thAveSW_SWMyrtleSt,24,168,2014-07-11T13:00:00Z,pred_prophet,1.34008691975783,0
35thAveSW_SWMyrtleSt,24,168,2015-09-15T03:00:00Z,pred_auto.arima,0.0245332276424697,0.666666666666667
35thAveSW_SWMyrtleSt,24,168,2015-09-15T03:00:00Z,pred_forecastHybrid,0.112823160340489,1
35thAveSW_SWMyrtleSt,24,168,2015-09-15T03:00:00Z,pred_prophet,0.421777420874515,1
35thAveSW_SWMyrtleSt,24,168,2014-09-26T20:00:00Z,pred_auto.arima,0.263242779450246,0.994047619047619
